order_id,customer_id,region_id,order_date,shipping_speed,discount_rate
6989c5e0-a7e0-4b50-8368-b8492575376d,3988d25e-78f3-4b63-964f-4e3b7f65793c,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-01-28,express,0.0
955641af-3678-4ff5-9f5e-cdbf7065a34c,91657d6c-29d4-4bee-830b-6013d4ce8e24,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-07-30,standard,0.0
758d3de0-ef0f-471d-a04b-ed40bcd831f4,fe6763f8-55d2-4152-aa30-f4fc27a79ee4,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-03-25,standard,0.1
a40a1a00-fc1a-4839-b064-110d65bb2449,4c725e76-a44f-45c5-8c6f-1335e57d1885,7a899d47-a4ee-4cee-824e-67d5f79c9661,2025-04-19,standard,0.1
14c55e61-92f4-474a-acc8-e6651ce806af,87b677f3-c960-4531-a9f3-7766fb8b629a,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-09-03,express,0.05
85291249-aaad-4930-89cb-744caca56d25,de26d1fa-312a-4101-b977-5b53e9d857ce,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-03-13,standard,0.1
9447a543-9a48-4165-a32b-87dc61cf38bd,52c50e21-8461-4338-8ad1-8632f207fa59,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-11-08,standard,0.05
fad4718f-c328-4022-abbe-dacc06582eb3,5df4f58c-c941-43b9-b86a-4c79e42f18d7,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-05-23,express,0.1
b06c6cfe-79f4-49b8-9e42-4e8522bfbb88,fc49210a-c981-4023-bc32-a2c5e2e15ee2,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-05-27,standard,0.05
654a96e1-94aa-44d0-af86-e9af1a7a24fb,204fcae7-1d15-42da-9a83-4f5f5bddaf16,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-08-28,express,0.0
65fb6a6b-db1a-4569-a053-d97292009857,eac4558d-7c04-403f-8ac1-26e8df6a19dc,8182ee42-76a0-4120-a514-bebaa2a24738,2025-06-29,express,0.05
d1466a2a-14f6-4d00-9b20-2a4273963935,f6253de0-b104-4800-b1e0-762291c6dfdb,7a899d47-a4ee-4cee-824e-67d5f79c9661,2025-06-12,express,0.05
f4890ee9-2ec6-4190-b25d-f733b80064fa,65c0a8dc-8c2d-4bb3-8266-85db9f16b778,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-01-27,standard,0.1
d71d787d-5c01-4fb4-a517-e1435e6cb9fb,6b04e394-9abb-4431-924b-f9dd89b5856f,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-01-28,standard,0.05
5cc539f5-83ed-4a6a-b04e-604481625a67,627bbf78-8064-42eb-94de-469b4dc24e19,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-03-13,standard,0.1
d0a33435-bb40-43b0-b1bc-d762e3671029,aacd3f9a-9431-4d2c-8900-4f1b200bfac8,8182ee42-76a0-4120-a514-bebaa2a24738,2025-08-18,standard,0.1
8fd6ecca-88f8-4683-a5f4-5c09b4d65152,20a7dcd6-f932-4a70-ab47-f19b7ed3de85,8182ee42-76a0-4120-a514-bebaa2a24738,2025-08-17,express,0.1
26396aa8-7d35-4214-b39d-c5049725345e,f67b682b-d7d6-431f-89f2-afdd634d1f82,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-12-15,standard,0.05
bc310180-eddf-4665-a306-ee94e9c6421d,a40fe834-9216-4531-b5ce-8a6bb8a008f5,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-09-04,express,0.1
a823f4ad-6555-480b-a4e5-c62b7948dfe1,0d47d090-48d7-4516-9686-64de7e72d3a1,7a899d47-a4ee-4cee-824e-67d5f79c9661,2025-01-10,express,0.05
b4d1671c-800f-487f-bd86-2ef40807e77f,18c02902-cdea-4e44-8657-8350f910dffd,8182ee42-76a0-4120-a514-bebaa2a24738,2025-12-17,express,0.05
98d08bf7-48d8-43bb-b07a-5066a54b34c1,6e88f99d-5f52-48c8-abc0-26c1d3e7fa42,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-10-17,express,0.05
80d03ae3-e661-4a2f-9227-0d9a36a97bc7,7779928a-202d-455f-afe4-029786dea66b,8182ee42-76a0-4120-a514-bebaa2a24738,2025-01-19,express,0.05
91d2ace0-e6ef-4747-a71d-c76a8ac6461e,b260e6fc-6001-4014-8e01-642c33e4455f,8182ee42-76a0-4120-a514-bebaa2a24738,2025-11-05,express,0.05
52a0c844-32c9-4bd5-807f-9bde9b2bafc4,0c0af74b-74b3-403e-93a6-40dfffe06874,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-11-15,express,0.1
491b8437-c72f-444c-a038-fc054a634e2a,3f644171-0b68-4dab-873d-cfdfc51fd1df,7a899d47-a4ee-4cee-824e-67d5f79c9661,2025-12-03,express,0.05
65ff7826-361a-41ae-ae70-b34e18b06834,8bdb2bb2-8180-427c-9098-80a56e0dad99,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-03-09,express,0.0
dc9c47ee-7a97-4303-9214-97ce8d01a664,14092083-f133-41f8-a4c0-2645e721fc6f,8182ee42-76a0-4120-a514-bebaa2a24738,2025-05-15,standard,0.1
4e7cc9ba-529d-46e0-afab-9a0973db15ea,28a1954d-334d-4e73-a2cc-45422860af9b,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-06-25,standard,0.05
29e90071-1158-41a7-bf80-7005d4ce2eea,e7d3d92e-618c-4d42-aa1f-4b9ee2eec5d8,8182ee42-76a0-4120-a514-bebaa2a24738,2025-10-30,standard,0.0
ef8eec69-f8e5-4a54-b240-fd1bdf69a636,7e036d32-486d-4967-a9f8-3fdd36680661,8182ee42-76a0-4120-a514-bebaa2a24738,2025-08-17,standard,0.1
b3176e4c-c49e-483e-be88-060636a4420a,33cbe5a6-e35b-4170-8e1f-b79e0e849e8b,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-12-06,standard,0.1
56d3184f-a3ac-4eea-9d83-a9d546aa85a9,6d13d058-67c6-4c55-b241-f0d3debcd595,8182ee42-76a0-4120-a514-bebaa2a24738,2026-01-01,standard,0.0
ff5f38bf-0140-4c61-a6b8-a3e573b859df,36e746d3-dd9d-484d-aa3c-9563977ff600,7a899d47-a4ee-4cee-824e-67d5f79c9661,2025-07-22,express,0.0
0454d126-4755-4a0e-afce-83faec9f735f,68c8045a-c54f-4e12-9011-9d0085679fb9,8182ee42-76a0-4120-a514-bebaa2a24738,2025-08-13,standard,0.0
6b8972b8-47ec-4656-b94c-f9b8d1c3f14d,4da500aa-b830-4e51-a058-5f617c0ac393,7a899d47-a4ee-4cee-824e-67d5f79c9661,2025-08-30,express,0.05
645cbff9-0483-414c-881f-e20c05ddf4d4,4a7376d9-d83d-4457-b5b9-b1419eb161a1,7a899d47-a4ee-4cee-824e-67d5f79c9661,2025-04-20,standard,0.0
2cda796f-916c-4912-8e47-8f1a3a0844b1,9c0683e2-2655-4c63-85c8-37973ac40835,8182ee42-76a0-4120-a514-bebaa2a24738,2025-07-01,standard,0.0
df8bb2dc-dd65-409b-beb4-8718ff80748d,6f228731-f5df-4be4-a557-d8a2bd641711,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-11-20,standard,0.1
0dd1c634-b927-4449-9484-45fc3d29e73e,ceb7230f-598c-45f4-8cd9-cca64320a74b,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-07-24,express,0.05
2c26539d-60eb-46e2-a2cc-b93cf789af75,1f78518c-9b77-4efc-ad0d-ae4c998ab3cc,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-11-04,express,0.0
29265daf-f12a-4106-896b-f9976e272a0b,dbcee306-8f3f-4a59-bfc2-e7fef869ed8f,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-12-02,standard,0.05
cc2f3cb6-aa12-4719-a294-a9a3aa4e804a,0dc7eacb-a20f-4ceb-aff1-8e374120efff,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-05-25,express,0.1
14c57b73-9cdb-4991-8e0c-188faa6c672d,558ace5c-18ab-4d58-b73f-d18aea7e3328,8182ee42-76a0-4120-a514-bebaa2a24738,2025-12-28,express,0.0
21e6390a-9b41-4a36-b8ad-bf12b96914a1,d5b56e23-f484-4329-a9f9-e0079fc6ab58,7a899d47-a4ee-4cee-824e-67d5f79c9661,2025-10-31,standard,0.1
ef19b307-8dd3-4e77-b11c-bae1172803d9,ab5defd3-7c40-4de8-9108-1f18e1c82920,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-08-18,standard,0.05
c2f8af3b-f92a-4932-865c-6f41c8f41d9d,43257ec9-306b-4bf2-9679-56bbda7f6c1e,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-10-03,standard,0.05
0654dd70-d1e8-490e-b7a0-66cc05e69b06,ffb4392b-6bff-4cbb-9841-8a09988dc2ad,7a899d47-a4ee-4cee-824e-67d5f79c9661,2025-08-23,express,0.1
371272cb-585f-40c1-9838-93eb09327c38,c74ce948-6556-4d3e-b64b-d4ff3fa7c149,7a899d47-a4ee-4cee-824e-67d5f79c9661,2025-03-18,express,0.05
38742f85-9d06-4bfd-85e4-c8ad1e8af6e5,2d128b2e-ddb7-429b-9a5e-8e4c2c37b5a6,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-02-13,standard,0.1
861de3a6-e311-4ca4-865d-c6a8af11c79b,9752dd5f-25e5-4804-8c76-fab3dc434da5,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-05-27,standard,0.1
0cfbe626-0bfd-4e56-85c2-4b2e502dbafa,04f3caec-34f6-4aae-b3c3-3c5a17d35d5b,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-10-07,express,0.0
081f7aa4-50bc-4365-858c-95ac6aceff75,bcc5d994-2522-4b2d-b13d-5277c1ddd82a,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-08-01,express,0.1
a404d5f6-fc6b-40f3-a446-931729379736,cbaf269f-b28e-4bd3-9c25-15d1b6e94e23,7a899d47-a4ee-4cee-824e-67d5f79c9661,2025-03-18,standard,0.0
3d7a4c66-8b56-4c8b-9ceb-84e502daf2a8,8e574181-c15c-4dc4-97f8-1b73ecc143d2,7a899d47-a4ee-4cee-824e-67d5f79c9661,2025-09-03,standard,0.1
357acd4d-a737-4f15-a101-a78d6a28793b,cb111845-d490-49f4-b556-1716e347c83b,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-07-22,express,0.0
5e188286-ea97-4fc1-8dce-b31b3297390c,a14b8188-d8c0-41d6-b4a4-cd52f059740a,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-07-20,standard,0.1
06f7e315-04c8-41b0-bec8-0a0b75df87dc,3038c3a7-3157-4c78-ae68-a294099e7c3a,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-03-28,express,0.0
de2099e9-68d6-45a2-9a49-c7bd82550901,cf07c306-df37-41d2-88c6-27d96dbb134a,7a899d47-a4ee-4cee-824e-67d5f79c9661,2025-10-24,standard,0.0
7ba0ca80-f37f-471d-a524-20e48205dcc5,1bfe1801-39ac-4c6a-82f3-1e1b21ef24cb,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-01-07,standard,0.0
17e2b5b2-961f-458b-be5a-fd673dc721c1,10c2d1b2-fc6c-4777-b81c-e6902d6cdb45,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-08-25,standard,0.1
6c001261-f8cd-4ba2-802c-147df4d0dfe6,54a3ef2c-fd92-45a9-8e84-25da7436d8b4,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-06-29,standard,0.05
03f61232-ea95-4f5c-b0cb-8b96da692623,09f1ecf8-3abb-401d-a6be-acd7b237dcbc,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-06-13,express,0.1
3538e7b4-0039-4bd4-90df-b89fe583d4c0,120fcc78-2edc-418b-9eed-f55ad06efc96,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-08-09,standard,0.05
ca56ff7f-fc82-4cd5-9024-b19e9c84ac5f,6f05b7ee-d87e-4b27-9e86-a281639475af,8182ee42-76a0-4120-a514-bebaa2a24738,2025-01-11,standard,0.05
b24d6ba6-9bd8-4c18-a4ff-c5e8a881882d,2d128b2e-ddb7-429b-9a5e-8e4c2c37b5a6,7a899d47-a4ee-4cee-824e-67d5f79c9661,2025-01-14,express,0.05
fb2d4bfc-b83f-4273-b09d-9b92f439a017,58816e7d-62c4-44a9-973b-1d80fc128f41,8182ee42-76a0-4120-a514-bebaa2a24738,2025-09-14,express,0.05
f44c67a3-538c-41e4-8969-0ee2e1adb1bb,8b70fcde-9f3d-4eca-b9b2-8ee657cba5c4,8182ee42-76a0-4120-a514-bebaa2a24738,2025-04-22,express,0.0
e68444a0-724c-410f-9fcf-06d2f51782b3,5514a0b0-7e90-43b9-82ea-645c3cb26936,8182ee42-76a0-4120-a514-bebaa2a24738,2026-01-01,standard,0.1
0aa68bdd-f693-46ee-96ac-7060180abfa7,3dd8aab8-8536-48c5-9ef5-aa078e3b5f7e,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-01-26,express,0.0
0d3c4275-455c-4147-a483-b118942f1c1e,8fef758d-3084-48b5-a4c7-4cdc2b0aa688,8182ee42-76a0-4120-a514-bebaa2a24738,2025-05-24,express,0.0
bbc3f074-e69b-42fa-aead-1620764e38d2,1581ea2c-5d32-4299-a928-b21d28c087c2,8182ee42-76a0-4120-a514-bebaa2a24738,2025-10-08,standard,0.0
53916b2e-5e1a-4d57-87d8-e2c3adbe0094,0d756616-f503-47ae-b7bc-118a3ed828f4,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-07-05,express,0.05
ee8f543e-a05e-492a-a1ae-ed983ed04d01,e7d3d92e-618c-4d42-aa1f-4b9ee2eec5d8,7a899d47-a4ee-4cee-824e-67d5f79c9661,2025-04-09,standard,0.05
1a437c3f-2885-4fc9-8f6e-0c902a06d9a6,c47f7755-87ae-47e1-8446-4c146d2bb67d,8182ee42-76a0-4120-a514-bebaa2a24738,2025-01-23,express,0.0
aa91d235-c9f7-4435-8c08-99fc28f14474,edc1d142-3ffa-4d41-b237-a4d72192992b,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-12-15,express,0.0
b8f683db-4eeb-4de9-9526-535c4911cd0b,bec3f60c-9974-4092-a15e-dfb99d90da29,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-01-25,express,0.05
b5c3117f-e28c-467a-950d-63d6e19ba844,4bacb597-379a-4dd1-a91b-2078751076f3,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-01-10,standard,0.1
c175c90d-7e8c-4ad7-a29c-50b7f2f60667,8848afc0-100d-4cdf-a4cd-b410746f644d,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-04-04,standard,0.1
06fb13b2-a6a8-4c3d-8691-2ff08457d88b,a6cea261-9e99-4293-a943-543b0eb2ffed,8182ee42-76a0-4120-a514-bebaa2a24738,2025-12-15,standard,0.05
bccdd274-afee-4fa9-9dc4-985c0f40b257,49a94efb-77f0-40ba-9395-3c4f38c4a189,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-10-18,standard,0.1
8447735c-ba3f-44cb-bdc2-1794898f82bf,5164ecc8-d151-42de-ba5e-c96f06ccb583,8182ee42-76a0-4120-a514-bebaa2a24738,2025-01-25,express,0.0
a7bf2b5a-6d7d-4edc-ae49-b4f9acea922c,43716b60-519e-4f8a-bbe6-3117086bb2d0,7a899d47-a4ee-4cee-824e-67d5f79c9661,2025-05-20,express,0.0
ae445910-a35d-4e32-8cb6-2c94054d8bcb,3dd8aab8-8536-48c5-9ef5-aa078e3b5f7e,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-05-15,standard,0.0
862cb8fe-171f-4531-ab81-c1dc78da29e2,9f408c8e-34d9-45ec-b525-c251a18b71e3,7a899d47-a4ee-4cee-824e-67d5f79c9661,2025-06-30,express,0.1
9ad8abbd-06bc-4eec-bf22-14c2235e3a85,a3c11914-c20e-4898-920e-c66c558d5d6a,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-06-03,express,0.05
00fefa28-57e5-439b-af3a-071a80833fe8,52c50e21-8461-4338-8ad1-8632f207fa59,7a899d47-a4ee-4cee-824e-67d5f79c9661,2025-09-24,standard,0.1
2d242500-ae81-42ad-99f3-0070eaf379df,a3c11914-c20e-4898-920e-c66c558d5d6a,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-06-07,standard,0.0
b4e0f751-d009-4ebe-b5e2-79abac085af9,a275dea6-5dcc-45ec-b039-587d234f69d6,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-12-16,express,0.0
0d28eb08-4508-4937-a597-0f06b67289bf,8b70fcde-9f3d-4eca-b9b2-8ee657cba5c4,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-10-25,express,0.05
19031102-05b7-4f30-a93b-6c4e279fac2f,3038c3a7-3157-4c78-ae68-a294099e7c3a,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-07-01,express,0.0
ad042cea-89d2-43fa-98c5-96e990ea73fc,37963168-f992-4a1c-90b9-eec18169347b,8182ee42-76a0-4120-a514-bebaa2a24738,2025-11-01,express,0.1
b9ba7c75-9dbd-4db2-ab3e-d6e3b0f20555,de8591fc-e560-4d1e-abd0-a75081721bd2,8182ee42-76a0-4120-a514-bebaa2a24738,2025-06-21,standard,0.05
9933d3b7-eac3-4718-bc85-f58f8899dc7f,efd1d1c1-d48a-4658-944e-1644c4ad6d7b,7a899d47-a4ee-4cee-824e-67d5f79c9661,2025-07-19,express,0.0
94168369-994f-485d-94c1-5070bf564f8c,c0f77c27-5dda-4370-8604-17663df25441,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-09-01,express,0.1
7e0314ce-f12b-4b0b-a02b-3b26bbdd5adf,fe6763f8-55d2-4152-aa30-f4fc27a79ee4,8182ee42-76a0-4120-a514-bebaa2a24738,2025-06-21,express,0.05
58857f57-c2fa-4806-97d2-b6ed112ed5ef,04f70e98-8136-4e19-8f9a-fef0ec80fa76,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-01-19,standard,0.05
5426323c-e2a2-437b-9d56-87046a3ef160,1f78518c-9b77-4efc-ad0d-ae4c998ab3cc,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-06-29,standard,0.05
50790948-0591-4f95-b268-34f06b4d2707,f78f9cda-f31b-489f-b08f-832e8fef9f06,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-02-18,express,0.0
cf8d421c-d331-45e5-9f34-16f8e033dfda,4547f1ab-93a3-46a6-923f-0b754d307fba,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-10-29,standard,0.1
84ba940c-bf1a-4f3a-afe4-f247e8eb24e7,a5ab0a25-9a42-4469-87de-64a846b9434d,7a899d47-a4ee-4cee-824e-67d5f79c9661,2025-02-01,standard,0.1
b6d28995-1c04-455e-8485-728af6d97337,90a710cb-8a1b-4fa3-94a5-b49b35bea4d7,8182ee42-76a0-4120-a514-bebaa2a24738,2025-02-05,standard,0.1
cf085c26-090c-44e0-b126-c56b82fa94d3,58816e7d-62c4-44a9-973b-1d80fc128f41,7a899d47-a4ee-4cee-824e-67d5f79c9661,2025-02-06,standard,0.1
294eee75-48cd-48a0-942a-21f6c8a8d486,12c89d06-d9ce-4a64-ab21-cd0e7dccedfb,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-04-15,express,0.0
a8a634e9-7fe1-421e-b7d4-6829324e20df,0e4af4ed-491f-4454-8048-7fda0616ed8b,7a899d47-a4ee-4cee-824e-67d5f79c9661,2025-11-05,standard,0.05
8c0b0e32-03db-4390-9887-4549f0b2e44e,b518d51c-fe2a-4e6e-8184-c2102e2c0535,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-11-07,express,0.1
f31bedde-8bf1-40f1-87c8-f3cca4ed2ab3,bfb96319-c2f8-4b39-bb6a-93c7753855e4,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-02-11,express,0.05
16eff8ce-b455-4c08-a817-16a0894032db,8242b7d7-780e-4453-bfe0-02d9201f5fc0,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-11-02,standard,0.05
fd45c3b4-370f-46a7-902b-424e1217a75d,94d81b60-cf03-49e1-9486-f2ad4780dd44,7a899d47-a4ee-4cee-824e-67d5f79c9661,2025-04-10,express,0.1
0c55cb28-b6e2-4ad2-b61c-53c3356beed5,76aed020-4c4a-489d-9e7c-9099a673d930,7a899d47-a4ee-4cee-824e-67d5f79c9661,2025-03-15,express,0.0
519e2341-b7ec-49e9-a586-9304db8bf8f9,bb31cc4a-8c28-4ad8-a7dc-5567c5e9837d,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-07-15,standard,0.1
ee714ef9-38f9-4504-a19b-45817dc42805,163e6d44-389e-49c1-a156-ec1bd13f44b8,8182ee42-76a0-4120-a514-bebaa2a24738,2025-04-11,express,0.0
53eb6d8b-acd6-444b-a061-5f789cd5093f,e4e94fbe-c21b-4de1-b061-78f5a52c87cb,8182ee42-76a0-4120-a514-bebaa2a24738,2025-03-07,express,0.05
7df9833e-b8ff-4746-b8bc-315a19a8f7c5,1c72415c-d052-43ef-9efe-e0fb787edad3,8182ee42-76a0-4120-a514-bebaa2a24738,2025-01-29,standard,0.1
afb1a6d9-fbaf-4a67-89d3-4d16a299479c,c68ce412-a0f7-4293-b205-6cdf9720448a,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-10-01,standard,0.0
7bbc76b1-48b5-4510-aac7-4f9b1221359a,20a7dcd6-f932-4a70-ab47-f19b7ed3de85,7a899d47-a4ee-4cee-824e-67d5f79c9661,2025-09-14,standard,0.05
de9ef0f0-0038-405d-80b0-46342912eb11,11d6eb52-2cb6-42ba-8f5e-294342533b7a,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-09-20,express,0.0
59ed1728-e964-4494-8d3c-60fa92188cbe,912a93bc-4587-4c37-ae8b-e9c33499a875,8182ee42-76a0-4120-a514-bebaa2a24738,2025-03-27,express,0.05
2d6310b1-af7d-483c-b535-4d1935f2e800,0d756616-f503-47ae-b7bc-118a3ed828f4,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-10-31,express,0.1
6b303d87-d7fb-4abc-bfe4-e64a0aaf1621,97016ab0-344c-44b2-a867-eedbaf6823ad,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-04-17,standard,0.0
a1c2d8bd-c063-4183-9abd-dc10c3c4fa3f,bf741201-f482-464f-bf17-96d94bcdee44,a3faeb99-8283-4c62-a859-9b7e7207efc7,2025-10-20,express,0.05
f491373a-0299-46f3-9f86-e68c8531dae5,641b5995-baff-414b-af38-47c6834d7710,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-12-07,express,0.1
2ede0606-beaa-47d4-bd9a-534100656c8a,8aab1c11-2b0b-4f84-904b-96284cb479fb,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-04-22,standard,0.1
06f5307a-8f68-4422-8998-13e2fd95262f,5a822e35-e09f-4970-a08d-48598868e04f,0f8de1db-41a1-4d70-9c3c-05bb9c172d1c,2025-08-23,standard,0.05
