order_item_id,order_id,product_id,quantity,item_price
3efa7feb-b5e7-4a36-937c-c9615e0a64aa,55cf70cc-c304-47b2-a854-ccc8ba856b63,e20dbe23-10c5-4065-93e4-cc1db71c31b5,1,265.56
52987703-19ca-441d-9499-ff71a0572934,55cf70cc-c304-47b2-a854-ccc8ba856b63,e28e646b-5a43-4b1f-afc1-19a80219b7b0,3,92.91
a5561d5f-f138-49e7-bcde-0c231d9dae7e,55cf70cc-c304-47b2-a854-ccc8ba856b63,5fa290d8-c31c-44fa-8bed-8c9b0ef02af7,3,310.05
3d4555ee-43fe-4aaa-a74a-9e2bab08efe8,b9d89ebb-8bdc-4689-acf2-033074fcb259,cddec888-d2be-4715-b131-67926630d04a,2,468.62
886e23bc-7e43-4a7d-acaf-91d17e5feb08,b9d89ebb-8bdc-4689-acf2-033074fcb259,14801c21-6683-4d8f-8d05-14ad33c4293d,2,144.24
2fdacc03-d9eb-40c6-9f12-61efef921e95,b9d89ebb-8bdc-4689-acf2-033074fcb259,86141c2b-f118-45b2-86ac-e64f91b43ddd,2,60.53
efd26550-5896-402a-b308-edf39190cb05,9732bf6f-d2fe-46e4-a688-76af114d6381,2cff0b90-ef1a-4f16-a024-c0f7a9f56331,1,292.8
8644aa8c-d309-43b2-9240-48ad7bd48949,e81a6e66-90b7-4bed-8b61-4ed9a31faab1,8c300040-a642-4bda-bd74-51b5e9a39412,1,65.51
7a8960ef-0000-48c8-a7b8-3c93f79d9676,6aed61f0-4724-4dcc-9618-d0a9132353e7,616f9731-1b1b-46d4-b70d-4c105d504400,3,38.72
56d79347-dc81-43b1-aec4-48adb9858266,6aed61f0-4724-4dcc-9618-d0a9132353e7,da67be60-b642-4b4d-a7b7-4fcd6b1ca8f3,2,60.22
095222b2-55fc-4a39-968c-ce32df69db88,5aded67a-3857-495c-8262-e4110d5538b6,4c450e9e-cd5c-4b15-8ea7-b61d5cda082d,3,104.07
82f3ed21-4906-4ccd-9a75-87e8bff19907,5aded67a-3857-495c-8262-e4110d5538b6,8c300040-a642-4bda-bd74-51b5e9a39412,1,65.51
4daba4ba-5dc8-4925-86f0-43391fb64e8c,5aded67a-3857-495c-8262-e4110d5538b6,d32754c2-52dd-4353-bb30-59c3fb4ded17,3,97.05
135a0bb1-a0cc-4c23-9437-29f0853bcbc0,c5bc76fd-30dc-446f-8290-16b006dd65bf,8ef2c084-199a-4b42-bb7a-e0dc462a03fd,2,52.35
fdb3f220-6da1-498a-a578-e77a00ab28b8,c5bc76fd-30dc-446f-8290-16b006dd65bf,ca19d29d-65c9-4570-90dd-2f30e90d0eb4,3,59.48
145c484d-31a2-45ff-a2f0-f4f1b1fdbdf8,c5bc76fd-30dc-446f-8290-16b006dd65bf,277d8739-5c10-4b75-b4dd-9d2c1eeb286b,3,263.43
80e4771e-a87f-416b-81ce-0426e113ce49,c5bc76fd-30dc-446f-8290-16b006dd65bf,0da697bc-021a-4472-b199-9553c8250e17,3,76.1
debe3a40-faf7-4830-83be-3f2c384b9b9d,0120d06d-7687-46d2-af5e-1480a78a1f13,cbaf2df7-8afd-4db7-99ca-f8d2b506450e,3,213.36
537b980c-786c-4107-a0df-9d5970f6c818,0120d06d-7687-46d2-af5e-1480a78a1f13,1d2f0d7e-6aba-42a8-b2fd-d4c37f9ea218,1,36.52
a9082ae5-7634-4bd1-8f39-49e4ce53dfca,ca46cc98-9463-46ad-bf9f-1f19e107e6e4,6d389aeb-eae5-49f9-a9e5-ab09bf676d6a,2,172.54
69b7f9a4-91b5-4462-b55b-6b87fc803aed,3456c0b8-dc9a-4775-8ecd-3d6951e9b08a,8520a275-67f3-48b5-ac61-857db4e1e676,2,15.54
1183d483-9d2c-4fae-891b-999d736f7b5e,3456c0b8-dc9a-4775-8ecd-3d6951e9b08a,cbaf2df7-8afd-4db7-99ca-f8d2b506450e,3,213.36
75fbda11-a461-4500-aeeb-5fc2911a89a6,3456c0b8-dc9a-4775-8ecd-3d6951e9b08a,ad2c7d3e-7350-4f7b-bff8-bf0c9481b2f1,3,64.97
5dbda3f0-3f09-4d54-a9c4-d1981598b27f,3456c0b8-dc9a-4775-8ecd-3d6951e9b08a,0329a1f5-732f-479e-b316-208606a11637,1,463.17
da7c07ec-0054-4d7e-8778-a3393dfd0abd,7c6eed6f-fa4a-4250-bc87-7d0e59ce0766,9c4ab311-e7bf-44e1-a041-89f897f0d025,2,76.87
19639465-2318-489c-9127-0cc7ce9bac22,7c6eed6f-fa4a-4250-bc87-7d0e59ce0766,864234ac-9aa4-4e96-bfc4-a11adacc7d88,3,330.69
60ca5ab3-7575-4398-82ae-1fcc636fad36,7f4849f4-1962-488c-a8c6-5386015ca407,5e2527eb-4b5d-4678-b516-36dcf9003b79,1,42.77
00f81e72-eda4-4f3c-83a9-0e68d7791f24,7f4849f4-1962-488c-a8c6-5386015ca407,cbaf2df7-8afd-4db7-99ca-f8d2b506450e,2,213.36
3e05925a-0278-45ac-9493-3888dd60da8e,7f4849f4-1962-488c-a8c6-5386015ca407,82a2b7e1-0c30-4d40-a3ca-aa400d4ae4c1,2,18.88
41e403df-9313-4ad7-948c-ae31cccf3850,b180ee62-926e-44d3-a40a-16c72646473f,62d0b6c2-d0fa-4b29-bef6-709a4d96919c,1,41.35
4c55898f-fdea-43f7-a96e-9f916a29d11c,b180ee62-926e-44d3-a40a-16c72646473f,ca8f9179-97e0-4559-8fc5-9d5afdaa413c,2,20.02
00b6479a-1085-45b0-8d3e-dc00441e60f1,b180ee62-926e-44d3-a40a-16c72646473f,b245c161-3ce9-4625-a250-b6cdbb64bc48,3,26.22
a021bdbe-6d08-4c66-a541-1d2631759ba3,6145c4a0-4645-43b9-8b2c-ae99e05f3550,8520a275-67f3-48b5-ac61-857db4e1e676,1,15.54
3af384bf-c427-4df0-be0b-10839a852605,6145c4a0-4645-43b9-8b2c-ae99e05f3550,d403818e-4bd0-47fb-af43-f701fe97ac7c,3,15.71
db1725f4-e1ce-42cb-90c6-e9967e5531c3,6145c4a0-4645-43b9-8b2c-ae99e05f3550,69c3589f-c287-40ac-a9c1-8f0a37994a40,3,54.81
3c2f3f8c-7f5f-4b3c-a1c4-f83116b0e3e7,2c27c015-8c5c-4f4d-ac1d-8f4f899acfe5,8b257047-7c00-480c-b720-091bee6330af,3,295.17
56bd77a6-4809-4ed4-85e2-d7d7c3cc790e,2c27c015-8c5c-4f4d-ac1d-8f4f899acfe5,0a0bbcd1-c6d9-4697-a0f1-fee068400a6f,2,475.43
0fba772f-2c92-4599-936d-1cc5bc4aa3d2,2c27c015-8c5c-4f4d-ac1d-8f4f899acfe5,a63f7ef9-a9dd-4180-a27a-c18eca5318ee,1,229.73
1764d15b-255f-426d-bbf7-fb4caea49a9b,59650ec8-c301-41d0-a41d-d81f17c0306d,d50a1a9d-aa10-4ac7-a321-b5ad3b055859,1,59.96
acae7bdb-877c-469a-bbce-8008cc5bba28,6989c5e0-a7e0-4b50-8368-b8492575376d,c9e6ab9f-77a1-4e63-91d1-80a962079b79,2,11.93
f046d982-798d-40c4-a460-9c5f57614764,6989c5e0-a7e0-4b50-8368-b8492575376d,d403818e-4bd0-47fb-af43-f701fe97ac7c,3,15.71
04e5d201-37c7-4546-a10f-c9aa13ea164d,6989c5e0-a7e0-4b50-8368-b8492575376d,e9f326f3-a314-443e-ae9f-adf2d5f3da9d,1,55.07
772aa326-6fbc-4f1c-80e4-199fe9c206db,6989c5e0-a7e0-4b50-8368-b8492575376d,528231c2-298f-4378-b8ed-196aae54e8bf,3,275.68
4e68bdad-25df-41d9-98ea-a9f3067aeb05,955641af-3678-4ff5-9f5e-cdbf7065a34c,6f3f2580-7699-413e-bf5a-e8a2946444b1,2,24.69
4191beec-7a72-4dd6-a0a1-f4a4ab8e1e1e,758d3de0-ef0f-471d-a04b-ed40bcd831f4,d28bdf2d-c9af-4a55-b3fa-695bc22da7a6,3,64.97
441520e0-0888-4acc-b264-4b8b6ed3a5e9,a40a1a00-fc1a-4839-b064-110d65bb2449,1d2f0d7e-6aba-42a8-b2fd-d4c37f9ea218,3,36.52
248c067a-403d-42a9-9478-391e31b06bd8,a40a1a00-fc1a-4839-b064-110d65bb2449,0da697bc-021a-4472-b199-9553c8250e17,2,76.1
c302970a-bcd7-46b8-a8b9-497d968db4b3,a40a1a00-fc1a-4839-b064-110d65bb2449,a68686fe-536d-4ed9-b3a4-23d46d2c8316,3,52.94
59ebde89-bcd5-41f4-ad78-e02d554c75b3,14c55e61-92f4-474a-acc8-e6651ce806af,a68686fe-536d-4ed9-b3a4-23d46d2c8316,3,52.94
bcabb2e5-cefe-4e18-9caa-20d32d7a2cf8,85291249-aaad-4930-89cb-744caca56d25,5fa290d8-c31c-44fa-8bed-8c9b0ef02af7,3,310.05
3d2842d6-ab44-4268-92cd-8f5b51586e04,85291249-aaad-4930-89cb-744caca56d25,542b6ec8-2058-41db-ab7b-1c361828e9c8,3,357.25
4c3b88a3-2160-4d56-8491-6159afd4987c,85291249-aaad-4930-89cb-744caca56d25,1d2054d9-1973-4f57-939d-2cbd96bb0086,1,455.75
84bcd95d-a43c-46e5-b79e-d93da9634c08,85291249-aaad-4930-89cb-744caca56d25,cddec888-d2be-4715-b131-67926630d04a,1,468.62
0ed9ad46-06c0-48b4-aee1-bc14bc5e474a,9447a543-9a48-4165-a32b-87dc61cf38bd,5ec58edf-8c37-4e0c-9be1-2d08666c4e19,2,252.45
29336aea-2ed2-4fcf-be30-c325f211c9b6,9447a543-9a48-4165-a32b-87dc61cf38bd,55439226-f301-47c8-8e22-524fbeb8e161,1,235.25
645e5f44-ba85-4281-85d6-02aa7386d69a,9447a543-9a48-4165-a32b-87dc61cf38bd,e20dbe23-10c5-4065-93e4-cc1db71c31b5,2,265.56
e0134d03-bb13-4b8a-be31-f660cba27342,9447a543-9a48-4165-a32b-87dc61cf38bd,ca8f9179-97e0-4559-8fc5-9d5afdaa413c,1,20.02
87c9a96f-9239-46a3-9c71-ea8aa66111ea,fad4718f-c328-4022-abbe-dacc06582eb3,1a539bf3-6681-4580-95b4-cac40a4af849,1,51.81
f4849f3f-e24d-44bc-bee1-2ed52e7d4532,fad4718f-c328-4022-abbe-dacc06582eb3,83822b8c-fe2d-44cc-8208-c2ca291ae2ad,2,355.69
5b88188d-ec33-4737-8a75-edfebd328162,fad4718f-c328-4022-abbe-dacc06582eb3,fbaccfac-e78d-46c2-98f2-f9bd2c82fb77,2,414.46
5e3aadab-4947-462b-9d21-b40fbb5a251b,fad4718f-c328-4022-abbe-dacc06582eb3,9a993527-d71f-4283-ada8-e46a99e4b404,3,301.87
b582d7c5-dda1-4792-ae1e-0b2177d31be4,b06c6cfe-79f4-49b8-9e42-4e8522bfbb88,164bb87c-7aba-4f22-ad8b-530dd45b05bf,3,44.39
53dfdb93-30a5-4ebd-b34c-63492010155a,b06c6cfe-79f4-49b8-9e42-4e8522bfbb88,791b0e8d-eb61-475c-9cc3-600e527bd0c2,1,335.05
5d239f88-e468-4c87-9980-3c8dc09dc209,b06c6cfe-79f4-49b8-9e42-4e8522bfbb88,ecceafc2-acf9-4b19-ae78-f619aa83e609,1,43.08
a7be4a2f-52fc-45b1-bf60-720e7e026c4f,b06c6cfe-79f4-49b8-9e42-4e8522bfbb88,9c5f31af-e420-4f60-b7a7-187266327b51,3,70.84
5675ea3a-a3c5-48c6-bb85-235131ac8af5,654a96e1-94aa-44d0-af86-e9af1a7a24fb,f58698eb-3545-49b1-bc2f-b2d05c79dbec,2,101.43
e2431613-c15c-42ec-bc0d-78e067d4d9a5,654a96e1-94aa-44d0-af86-e9af1a7a24fb,e1cc424d-5dca-45fa-b5e5-3ec04181a8a0,1,82.96
5c48e764-aaa0-46d4-9615-53ef1dbe4020,65fb6a6b-db1a-4569-a053-d97292009857,dbaf31cd-e3a2-418a-9674-c3fcf6490180,3,104.77
c329be76-37fb-46a9-99c3-1d7706ff5a4f,65fb6a6b-db1a-4569-a053-d97292009857,0f01926a-3c76-4090-ad46-3ab5690607ad,2,50.64
5803384c-7f85-4efc-85ff-2aa0a87f3d36,65fb6a6b-db1a-4569-a053-d97292009857,e0b818ec-fd52-40a2-8a52-534e46db5046,3,93.84
33be5b05-e504-41a4-bb37-54a0ee1a7392,d1466a2a-14f6-4d00-9b20-2a4273963935,c2036fd4-7c15-4e0e-81cb-e5b4855b9491,1,46.44
efaa6c4e-2324-418d-8e21-034dfbdf3a0f,d1466a2a-14f6-4d00-9b20-2a4273963935,a68686fe-536d-4ed9-b3a4-23d46d2c8316,1,52.94
8f290be5-ffca-4cc1-b7e7-4983eb33e59a,d1466a2a-14f6-4d00-9b20-2a4273963935,04872590-88f2-4fb8-bb25-0d709efe721e,1,480.03
8601e504-8a61-420c-99e4-ddb535af3d88,f4890ee9-2ec6-4190-b25d-f733b80064fa,d32754c2-52dd-4353-bb30-59c3fb4ded17,1,97.05
e2b82a57-cc4d-4fe1-8878-f6ff018504cb,f4890ee9-2ec6-4190-b25d-f733b80064fa,5ec58edf-8c37-4e0c-9be1-2d08666c4e19,3,252.45
93d5ec11-bd42-47ad-a5ef-a707f4aa31a6,f4890ee9-2ec6-4190-b25d-f733b80064fa,791b0e8d-eb61-475c-9cc3-600e527bd0c2,2,335.05
e8b5715b-a3b0-48d2-bded-f5900ee4e8e7,d71d787d-5c01-4fb4-a517-e1435e6cb9fb,791b0e8d-eb61-475c-9cc3-600e527bd0c2,2,335.05
50a0ed32-0090-4683-b09e-3f123d1e8efc,d71d787d-5c01-4fb4-a517-e1435e6cb9fb,8c300040-a642-4bda-bd74-51b5e9a39412,2,65.51
59106f75-63b4-4f84-8034-31e27a02f31c,d71d787d-5c01-4fb4-a517-e1435e6cb9fb,a99128d9-c64b-43dc-8a9a-7b56f6cd9521,3,27.48
52f1598c-85f1-401c-8211-eb984c3cb5b9,5cc539f5-83ed-4a6a-b04e-604481625a67,a68686fe-536d-4ed9-b3a4-23d46d2c8316,1,52.94
c7e85531-687c-4f16-9ace-6ab0f03cda62,d0a33435-bb40-43b0-b1bc-d762e3671029,6d389aeb-eae5-49f9-a9e5-ab09bf676d6a,1,172.54
cbf0f642-59f8-4246-ab82-9bdecb01cd07,d0a33435-bb40-43b0-b1bc-d762e3671029,45e1154c-6b49-44aa-9538-80038a4de800,2,60.28
f72c443c-340c-4a70-836d-403de253f128,8fd6ecca-88f8-4683-a5f4-5c09b4d65152,9c4ab311-e7bf-44e1-a041-89f897f0d025,2,76.87
9badf307-ac80-4832-81fd-dacf7bd4b71c,8fd6ecca-88f8-4683-a5f4-5c09b4d65152,04872590-88f2-4fb8-bb25-0d709efe721e,1,480.03
b2dc9d4f-b88c-45dd-9eb6-ebdb4e71f328,26396aa8-7d35-4214-b39d-c5049725345e,9c5f31af-e420-4f60-b7a7-187266327b51,2,70.84
7c12efcd-5c5d-43c7-9a15-585d119fb410,26396aa8-7d35-4214-b39d-c5049725345e,0a0bbcd1-c6d9-4697-a0f1-fee068400a6f,2,475.43
39a0508d-faa9-4371-8aee-d74c9b0e208d,26396aa8-7d35-4214-b39d-c5049725345e,5e2527eb-4b5d-4678-b516-36dcf9003b79,2,42.77
7d40d8cd-2380-44b1-91bc-91da6aea76ea,bc310180-eddf-4665-a306-ee94e9c6421d,6d389aeb-eae5-49f9-a9e5-ab09bf676d6a,2,172.54
79f992cf-83d9-48f4-9d1f-bfe2a6bd9b37,bc310180-eddf-4665-a306-ee94e9c6421d,9a993527-d71f-4283-ada8-e46a99e4b404,2,301.87
c19bc195-028d-419b-9996-2f648a3ea09c,a823f4ad-6555-480b-a4e5-c62b7948dfe1,fbe7b334-87c5-45e9-aa78-3f81a910653b,1,106.5
9b2d1eed-9c40-4d3e-a6ab-652a717188cf,b4d1671c-800f-487f-bd86-2ef40807e77f,ecceafc2-acf9-4b19-ae78-f619aa83e609,1,43.08
ffece12a-b0ce-405d-b4e3-5392024add12,b4d1671c-800f-487f-bd86-2ef40807e77f,62d0b6c2-d0fa-4b29-bef6-709a4d96919c,3,41.35
355f0dce-cb9f-48a6-8371-ba60e0cc34a2,98d08bf7-48d8-43bb-b07a-5066a54b34c1,c2036fd4-7c15-4e0e-81cb-e5b4855b9491,3,46.44
e478ac8a-fde3-43a1-b15a-5556ca795488,98d08bf7-48d8-43bb-b07a-5066a54b34c1,682dbfd0-c56f-4fed-9067-1c88834f000b,2,94.81
3e848d57-fe33-440c-b099-6f9e048359e3,80d03ae3-e661-4a2f-9227-0d9a36a97bc7,6d389aeb-eae5-49f9-a9e5-ab09bf676d6a,1,172.54
f50287cc-3fbc-4520-812f-9d9b573dd0c2,80d03ae3-e661-4a2f-9227-0d9a36a97bc7,a091ea39-87e8-4938-9eef-0bc8a459afb8,2,51.02
44dbf203-1fea-475f-ac66-418308bd2620,80d03ae3-e661-4a2f-9227-0d9a36a97bc7,ceff0ac3-86aa-4fb4-934b-d787399cee37,2,35.89
898b3e88-00b7-4ba7-bd63-fd11ad150476,91d2ace0-e6ef-4747-a71d-c76a8ac6461e,1d2054d9-1973-4f57-939d-2cbd96bb0086,3,455.75
1d525ffa-055f-45cd-9387-006b85e361bc,91d2ace0-e6ef-4747-a71d-c76a8ac6461e,83822b8c-fe2d-44cc-8208-c2ca291ae2ad,3,355.69
a1ac8f4d-2256-426b-bc23-678f1f3e31fc,52a0c844-32c9-4bd5-807f-9bde9b2bafc4,14801c21-6683-4d8f-8d05-14ad33c4293d,1,144.24
d9a17819-a3b4-4750-ad0b-5e534b38ac2d,52a0c844-32c9-4bd5-807f-9bde9b2bafc4,6d389aeb-eae5-49f9-a9e5-ab09bf676d6a,1,172.54
491ffe2e-7201-40fa-8ad1-430526587d51,491b8437-c72f-444c-a038-fc054a634e2a,329735d9-2209-4b5e-8b5f-bf64cfb1e0b7,2,52.45
4f3147cf-1181-459d-97ea-f0fc23a646c8,491b8437-c72f-444c-a038-fc054a634e2a,8c300040-a642-4bda-bd74-51b5e9a39412,1,65.51
2477ee9b-3087-40d4-9d93-101719e77ed8,65ff7826-361a-41ae-ae70-b34e18b06834,0b0da6e9-b737-4061-be7a-d525cb1442a2,1,69.64
200a44ce-9058-49cd-bf89-00b64ff30666,65ff7826-361a-41ae-ae70-b34e18b06834,e28e646b-5a43-4b1f-afc1-19a80219b7b0,1,92.91
0b4928b6-4f87-41b6-a023-a8a1f2529a5f,dc9c47ee-7a97-4303-9214-97ce8d01a664,7f363c53-91ba-41db-ab2b-968d01d4dec7,2,23.07
0ce5381b-73c0-4daf-b216-cc4248c05350,4e7cc9ba-529d-46e0-afab-9a0973db15ea,f3c8bc43-1a8c-413c-b2b3-00cc2f43b1c3,3,344.58
12054299-bedd-48cd-bf84-901ad5322cce,4e7cc9ba-529d-46e0-afab-9a0973db15ea,f3c8bc43-1a8c-413c-b2b3-00cc2f43b1c3,2,344.58
d5621db2-e9ea-4235-a4a5-9c832d61e262,29e90071-1158-41a7-bf80-7005d4ce2eea,8b257047-7c00-480c-b720-091bee6330af,1,295.17
cd6db34a-4baa-43af-a6b5-f2ca9e69063c,29e90071-1158-41a7-bf80-7005d4ce2eea,5ee8d3da-80cb-417c-b420-4bc0e2e85a7a,2,420.96
b5a789c4-e8ec-495e-b1e8-1d9f34945918,29e90071-1158-41a7-bf80-7005d4ce2eea,9e20ff2b-35da-4dca-9bb0-e86af36af9eb,1,54.24
3f863b9e-39da-48ee-86c9-26ac38b88344,ef8eec69-f8e5-4a54-b240-fd1bdf69a636,c6a20307-5a6f-4346-8bd2-131cddc06481,3,24.15
983d088e-d754-44df-9e4b-405ab7c457ae,ef8eec69-f8e5-4a54-b240-fd1bdf69a636,e0b818ec-fd52-40a2-8a52-534e46db5046,2,93.84
61333359-89b8-47d5-b8bd-42ce0f144a24,ef8eec69-f8e5-4a54-b240-fd1bdf69a636,ad2c7d3e-7350-4f7b-bff8-bf0c9481b2f1,3,64.97
3f390ead-4331-4576-bde6-2854799a2fcb,b3176e4c-c49e-483e-be88-060636a4420a,feb87d6e-5c30-451c-a64c-e3e9eaec6d52,1,33.07
fcfe767c-561b-461e-ac38-c8aa07e76035,56d3184f-a3ac-4eea-9d83-a9d546aa85a9,24bb682d-3bd3-4729-bb7a-8a4d0633bb2c,2,45.57
b2dfa4a9-5342-486e-9c11-b0e2105fed19,56d3184f-a3ac-4eea-9d83-a9d546aa85a9,ad2c7d3e-7350-4f7b-bff8-bf0c9481b2f1,3,64.97
42da1d35-7226-4997-84bc-8861a2e9c775,56d3184f-a3ac-4eea-9d83-a9d546aa85a9,5ee8d3da-80cb-417c-b420-4bc0e2e85a7a,1,420.96
1934eb1f-e842-4f69-98ed-f4ba7f64f04b,ff5f38bf-0140-4c61-a6b8-a3e573b859df,917ea685-591c-4dc5-9413-9645dfc86edf,2,132.78
b10dfd44-0856-4d0b-9bd9-695649d6c362,ff5f38bf-0140-4c61-a6b8-a3e573b859df,b4d3a30b-2625-482d-a29f-c4ada4fc24b1,3,11.84
001aefda-b448-4882-b48f-8640ab05cd1c,ff5f38bf-0140-4c61-a6b8-a3e573b859df,d28bdf2d-c9af-4a55-b3fa-695bc22da7a6,1,64.97
8487e165-9b8d-4f3e-84e0-ce4ba6407613,0454d126-4755-4a0e-afce-83faec9f735f,0a0bbcd1-c6d9-4697-a0f1-fee068400a6f,1,475.43
31460a3e-d800-40d8-9087-0afe7e52fc11,6b8972b8-47ec-4656-b94c-f9b8d1c3f14d,0a0bbcd1-c6d9-4697-a0f1-fee068400a6f,1,475.43
68bfb419-649f-44aa-bec5-2891d4638fd3,6b8972b8-47ec-4656-b94c-f9b8d1c3f14d,dbaf31cd-e3a2-418a-9674-c3fcf6490180,3,104.77
ee544647-e0ea-4f57-b4e0-da121ee1121f,6b8972b8-47ec-4656-b94c-f9b8d1c3f14d,5ec58edf-8c37-4e0c-9be1-2d08666c4e19,3,252.45
ab7f5e8f-6b80-4503-9004-7c3d1ebae340,645cbff9-0483-414c-881f-e20c05ddf4d4,a99128d9-c64b-43dc-8a9a-7b56f6cd9521,2,27.48
8d0651f8-098d-4f54-af1e-16e6e087a0f8,2cda796f-916c-4912-8e47-8f1a3a0844b1,ca8f9179-97e0-4559-8fc5-9d5afdaa413c,1,20.02
5a77ecac-e39c-42fc-97eb-4f35e856eb6e,2cda796f-916c-4912-8e47-8f1a3a0844b1,497e57aa-ed5e-4c17-9113-80a939871716,2,42.95
d7cd1b22-90bb-4b59-8c31-db63c28cef85,2cda796f-916c-4912-8e47-8f1a3a0844b1,65f51a2b-5b30-4657-94f2-a3585401f2c5,3,22.79
a6f03a01-cc84-42ce-a71b-5c7d2ae62d91,df8bb2dc-dd65-409b-beb4-8718ff80748d,1d2054d9-1973-4f57-939d-2cbd96bb0086,2,455.75
6ad5d66f-bf79-4283-9ca1-83c5db092f9c,df8bb2dc-dd65-409b-beb4-8718ff80748d,a99128d9-c64b-43dc-8a9a-7b56f6cd9521,1,27.48
1edaf816-421f-4531-97bf-1358e94f3a87,df8bb2dc-dd65-409b-beb4-8718ff80748d,e28e646b-5a43-4b1f-afc1-19a80219b7b0,2,92.91
245e8ca4-1a77-4222-a743-734334686972,0dd1c634-b927-4449-9484-45fc3d29e73e,9e20ff2b-35da-4dca-9bb0-e86af36af9eb,1,54.24
38113255-e9b9-4cf0-8e08-5ce631ea0267,2c26539d-60eb-46e2-a2cc-b93cf789af75,ad2c7d3e-7350-4f7b-bff8-bf0c9481b2f1,2,64.97
537c7c5f-b813-49f3-b6b5-4d0aa9e3a9df,2c26539d-60eb-46e2-a2cc-b93cf789af75,d28bdf2d-c9af-4a55-b3fa-695bc22da7a6,3,64.97
8cf29bcf-9f7a-4b51-859c-9aebbfb5d4b5,2c26539d-60eb-46e2-a2cc-b93cf789af75,4a546835-d1a6-4acd-b027-27f2c57b3498,1,159.45
288e59cf-4213-4fce-b657-98199903eb8b,29265daf-f12a-4106-896b-f9976e272a0b,1d2054d9-1973-4f57-939d-2cbd96bb0086,3,455.75
26900100-91fa-49ce-949d-fd0387b8a9e1,29265daf-f12a-4106-896b-f9976e272a0b,1d2054d9-1973-4f57-939d-2cbd96bb0086,2,455.75
c940d285-c468-4fff-86b8-8ad1872b8de3,cc2f3cb6-aa12-4719-a294-a9a3aa4e804a,14801c21-6683-4d8f-8d05-14ad33c4293d,3,144.24
7a204b42-2d7a-4027-a5c9-66ca64124b34,14c57b73-9cdb-4991-8e0c-188faa6c672d,5fa290d8-c31c-44fa-8bed-8c9b0ef02af7,2,310.05
9f53c06d-1d2b-4dc0-a05a-2d299266f431,21e6390a-9b41-4a36-b8ad-bf12b96914a1,55439226-f301-47c8-8e22-524fbeb8e161,3,235.25
7a3740c6-2652-45e2-a6e5-992ccff48b1e,21e6390a-9b41-4a36-b8ad-bf12b96914a1,869416b8-1755-4fe9-bcdc-899eed532be0,1,44.07
c1d2ffae-0073-4735-8b03-49cbfabfaf0a,21e6390a-9b41-4a36-b8ad-bf12b96914a1,1aeb7801-e770-40fe-ac58-064e75ae7608,3,37.56
98eb6a8c-3572-42a1-ae70-a0abb370ad7d,ef19b307-8dd3-4e77-b11c-bae1172803d9,528231c2-298f-4378-b8ed-196aae54e8bf,2,275.68
